activity_id	case_id	timeline_dt	fk_d_vessel	vessel_id	vin	vessel_name	vessel_service	vessel_class	vessel_type	vessel_subtype	flag_desc	vessel_activity_role_desc	waterway_name	event_type	event_class	event_subclass	damage_status	latitude	longitude
4734949	659998	2013-10-08 10:05:00.0000000	9407866	45005	299744	SILVER LAKE	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	WEST BAY	Allision	Astern	Partial Control	Damaged	35.018333333333300	-76.314166666666700
4809309	672868	2014-02-28 07:35:00.0000000	9408314	306170	928441	CARTERET	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	OCRACOKE INLET	Grounding	Outside marked channel	Partial Control	Undamaged	35.100000000000000	-75.983333333333300
4809309	672868	2014-02-28 07:34:10.0000000	9408314	306170	928441	CARTERET	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	OCRACOKE INLET	Vessel Maneuverability	Partial Reduction		Undamaged	35.100000000000000	-75.983333333333300
4778055	667799	2014-01-05 16:55:03.0000000	9297035	108529	531684	LADY EVA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Flooding	Progressive - out of control		Actual Total Loss	32.725966666666700	-79.775133333333300
4778055	667799	2014-01-05 16:55:00.0000000	9297035	108529	531684	LADY EVA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Material Failure (Vessels)			Actual Total Loss	32.725966666666700	-79.775133333333300
4778055	667799	2014-01-05 16:55:02.0000000	9297035	108529	531684	LADY EVA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Loss of Electrical Power	Total Loss		Actual Total Loss	32.725966666666700	-79.775133333333300
4778055	667799	2014-01-05 16:55:01.0000000	9297035	108529	531684	LADY EVA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Set Adrift	Unintentional	From Vessel (tugs, tows, other)	Actual Total Loss	32.725966666666700	-79.775133333333300
4778055	667799	2014-01-05 22:00:00.0000000	9297035	108529	531684	LADY EVA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Sinking	Damage Control Efforts Not Possible		Actual Total Loss	32.725966666666700	-79.775133333333300
4778055	667799	2014-01-05 16:40:00.0000000	9297035	108529	531684	LADY EVA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Material Failure (Vessels)			Actual Total Loss	32.725966666666700	-79.775133333333300
4734717	659958	2013-10-11 17:25:10.0000000	9408959	768683	1174277	HATTERAS	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Vessel Maneuverability	Partial Reduction		Undamaged	35.192333333333300	-75.766500000000000
4710992	655692	2013-09-06 14:00:00.0000000	9408761	507990	1090004	FLOYD J. LUPTON	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	MINNESOTT BEACH CHANNEL	Material Failure (Vessels)			Undamaged	34.971910000000000	-76.819500000000000
4753055	663339	2013-11-14 21:40:00.0000000	9408959	768683	1174277	HATTERAS	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Loss of Electrical Power	Partial Reduction		Undamaged	35.183333333333300	-75.783333333333300
4797082	670943	2014-02-08 02:15:00.0000000	9458145	760453	1173287	B-200	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	General	UNITED STATES	Involved in a Marine Casualty	LOCKWOODS FOLLY INLET	Grounding	Unmarked Waterway	Subject vessel controlled by Other Vessel (barges/tows)	Undamaged	33.920616666666700	-78.238450000000000
4831603	676824	2014-04-02 08:02:00.0000000	9423099	1103441	SC8017CA	NATIVE SON	Recreational	Recreational	Motor Propelled Vessels	Runabout	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPINE	Material Failure (Vessels)			Damaged	34.207000000000000	-76.949000000000000
4821811	675254	2014-03-16 04:03:00.0000000	9249889	991898	1217082	WEEKS 183	Freight Barge	Barge	General	General	UNITED STATES	Involved in a Marine Casualty	SHALLOTTE INLET	Allision	Broadside		Undamaged	33.909316666666700	-78.362256666666700
4821811	675254	2014-03-16 04:02:00.0000000	9249889	991898	1217082	WEEKS 183	Freight Barge	Barge	General	General	UNITED STATES	Involved in a Marine Casualty	SHALLOTTE INLET	Vessel Maneuverability	Total Loss		Undamaged	33.909316666666700	-78.362256666666700
4822071	675292	2014-03-01 11:50:00.0000000	9407145	940036	1209564	WEEKS 591	Industrial Vessel	Miscellaneous Vessel	Work Boat	General	UNITED STATES	Involved in a Marine Investigation (non-casualty)	SHALLOTTE INLET	Allision	Head-on	Subject vessel controlled by Other Vessel (barges/tows)	Undamaged	33.911371666666700	-78.379608333333300
4790097	669863	2014-01-22 15:50:00.0000000	9480044	267143	695778	HAIG POINT I	Passenger (Inspected)	Passenger Ship	Ferry	Non Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	CALIBOGUE SOUND	Fire	Initial - contained		Damaged	32.145480000000000	-80.824870000000000
4744587	661755	2013-10-29 16:10:00.0000000	9407867	45080	501195	PAMLICO	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	PAMLICO SOUND	Vessel Maneuverability	Other loss		Undamaged	35.019146666666700	-76.314958333333300
4763054	665087	2013-11-11 05:45:00.0000000	9408959	768683	1174277	HATTERAS	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Material Failure (Vessels)			Undamaged	35.191833333333300	-75.983333333333300
4763054	665087	2013-11-11 05:47:00.0000000	9408959	768683	1174277	HATTERAS	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Loss of Electrical Power	Total Loss		Undamaged	35.191833333333300	-75.983333333333300
4684975	651083	2013-08-11 01:00:00.0000000	9424845	100865	520685	IRISH SEA	Towing Vessel	Towing Vessel	Articulated Tug and Barge (Tug)	General	UNITED STATES	Involved in a Marine Casualty		Material Failure (Vessels)			Damaged	32.916666666666700	-76.933333333333300
4684975	651083	2013-08-11 01:02:00.0000000	9424845	100865	520685	IRISH SEA	Towing Vessel	Towing Vessel	Articulated Tug and Barge (Tug)	General	UNITED STATES	Involved in a Marine Casualty		Vessel Maneuverability	Partial Reduction		Damaged	32.916666666666700	-76.933333333333300
4706795	655001	2013-09-05 11:20:00.0000000	9408439	349108	964046	OCRACOKE	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Material Failure (Vessels)			Undamaged	35.233333333333300	-75.683333333333300
4706795	655001	2013-09-05 11:20:01.0000000	9408439	349108	964046	OCRACOKE	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Vessel Maneuverability	Partial Reduction		Undamaged	35.233333333333300	-75.683333333333300
4731085	659199	2013-09-18 06:00:00.0000000	9443665	222090	901128	CAPE EDMONT	Freight Ship	Ro-Ro Cargo Ship	General	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Material Failure (Vessels)			Damaged	32.595000000000000	-78.680000000000000
4731085	659199	2013-09-18 11:01:00.0000000	9443665	222090	901128	CAPE EDMONT	Freight Ship	Ro-Ro Cargo Ship	General	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Vessel Maneuverability	Partial Reduction		Damaged	32.595000000000000	-78.680000000000000
4731085	659199	2013-09-20 08:01:00.0000000	9443665	222090	901128	CAPE EDMONT	Freight Ship	Ro-Ro Cargo Ship	General	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Vessel Maneuverability	Partial Reduction		Damaged	32.595000000000000	-78.680000000000000
4767406	665813	2013-12-08 11:20:00.0000000	9409190	1057692	1234389	SWAN QUARTER	Passenger (Inspected)	Passenger Ship	Ferry	General (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	PAMLICO SOUND	Material Failure (Vessels)			Undamaged	35.189816666666700	-76.126818333333300
4772132	666605	2013-12-19 23:50:00.0000000	9230311	871930	1195693	TREASURE COAST	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty	WINYAH BAY	Material Failure (Vessels)			Undamaged	33.221833333333300	-79.186833333333300
4772132	666605	2013-12-19 23:50:01.0000000	9230311	871930	1195693	TREASURE COAST	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty	WINYAH BAY	Vessel Maneuverability	Partial Reduction		Undamaged	33.221833333333300	-79.186833333333300
4767459	665820	2013-11-19 13:04:00.0000000	9408959	768683	1174277	HATTERAS	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Material Failure (Vessels)			Undamaged	35.200266666666700	-75.738500000000000
4767459	665820	2013-11-19 13:12:00.0000000	9408959	768683	1174277	HATTERAS	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Material Failure (Vessels)			Undamaged	35.200266666666700	-75.738500000000000
4767459	665820	2013-11-19 13:15:00.0000000	9408959	768683	1174277	HATTERAS	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Vessel Maneuverability	Partial Reduction		Undamaged	35.200266666666700	-75.738500000000000
4684537	651326	2013-08-12 16:01:00.0000000	7235556	636458	270912	CAPT. DUFFY	Towing Vessel	Towing Vessel	Towing Behind (Tug)	General	UNITED STATES	Involved in a Marine Casualty		Vessel Maneuverability	Other loss		Undamaged	32.766273333333300	-79.972480000000000
4730299	658505	2013-10-01 06:30:00.0000000	9478017	211404	652500	NORRIS L	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Multi-rig	UNITED STATES	Reported in distress	ATLANTIC DEEP WATER SPUR	Vessel Maneuverability	Total Loss		Undamaged	32.739150000000000	-79.845350000000000
4730299	658505	2013-10-02 12:30:00.0000000	9478017	211404	652500	NORRIS L	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Multi-rig	UNITED STATES	Reported in distress	ATLANTIC DEEP WATER SPUR	Emergency Response	Search and Rescue	Search Successful - Rescue successful	Undamaged	32.739150000000000	-79.845350000000000
4697951	653633	2013-08-24 22:27:00.0000000	9486517	339256	955923	LADY WINDRIDGE	Passenger (Inspected)	Passenger Ship	Excursion/Tour Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Vessel Maneuverability	Total Loss		Damaged	35.045460000000000	-76.006090000000000
4697951	653633	2013-08-24 23:10:30.0000000	9486517	339256	955923	LADY WINDRIDGE	Passenger (Inspected)	Passenger Ship	Excursion/Tour Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Material Failure (Vessels)			Damaged	35.045460000000000	-76.006090000000000
4697951	653633	2013-08-24 23:10:00.0000000	9486517	339256	955923	LADY WINDRIDGE	Passenger (Inspected)	Passenger Ship	Excursion/Tour Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Vessel Maneuverability	Total Loss		Damaged	35.045460000000000	-76.006090000000000
4697951	653633	2013-08-24 23:11:00.0000000	9486517	339256	955923	LADY WINDRIDGE	Passenger (Inspected)	Passenger Ship	Excursion/Tour Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Flooding	Initial - out of control		Damaged	35.045460000000000	-76.006090000000000
4697951	653633	2013-08-24 23:15:00.0000000	9486517	339256	955923	LADY WINDRIDGE	Passenger (Inspected)	Passenger Ship	Excursion/Tour Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Emergency Response	Search and Rescue	Search Successful - Rescue successful	Damaged	34.921666666666700	-75.490000000000000
4697951	653633	2013-08-24 22:26:00.0000000	9486517	339256	955923	LADY WINDRIDGE	Passenger (Inspected)	Passenger Ship	Excursion/Tour Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Material Failure (Vessels)			Damaged	34.921666666666700	-75.490000000000000
4764131	665281	2013-12-02 20:15:00.0000000	9393163	475167	1066911	GRANDE MARINER	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	CHARLESTON HARBOR	Material Failure (Vessels)			Damaged	32.759466666666700	-79.890216666666700
4764131	665281	2013-12-02 20:21:00.0000000	9393163	475167	1066911	GRANDE MARINER	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	CHARLESTON HARBOR	Vessel Maneuverability	Partial Reduction		Damaged	32.759466666666700	-79.890216666666700
4764131	665281	2013-12-02 20:20:00.0000000	9393163	475167	1066911	GRANDE MARINER	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	CHARLESTON HARBOR	Material Failure (Vessels)			Damaged	32.759466666666700	-79.890216666666700
4810098	673308	2014-03-04 17:04:00.0000000	9408372	331132	949251	CAPE POINT	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Vessel Maneuverability	Other loss		Undamaged	35.200000000000000	-75.700000000000000
4810098	673308	2014-03-04 17:04:30.0000000	9408372	331132	949251	CAPE POINT	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Allision	Broadside	Other	Undamaged	35.200000000000000	-75.700000000000000
5119727	725153	2015-05-05 12:01:00.0000000	9194013	675065	1154469	PROVINCETOWN III	Passenger (Inspected)	Passenger Ship	Ferry	Non Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS INLET	Material Failure (Vessels)			Damaged	35.203781666666700	-75.728341500000000
4917584	690198	2014-07-04 13:30:00.0000000	9192769	670818	1153003	SKY SCREAMER III	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Investigation (non-casualty)		Collision	Meeting	Other	Undamaged	33.820250000000000	-78.650216666666700
5059382	714758	2015-01-26 07:50:00.0000000	5905949	3423	9187497	AURORA	Tank Ship	Tank Ship	Chemical Tank Ship	Chemical Tank Ship	MARSHALL ISLANDS	Involved in a Marine Casualty	BEAUFORT INLET	Material Failure (Vessels)			Undamaged	34.700740000000000	-76.676760000000000
5059382	714758	2015-01-26 08:00:00.0000000	5905949	3423	9187497	AURORA	Tank Ship	Tank Ship	Chemical Tank Ship	Chemical Tank Ship	MARSHALL ISLANDS	Involved in a Marine Casualty	BEAUFORT INLET	Vessel Maneuverability	Total Loss		Undamaged	34.700740000000000	-76.676760000000000
5009410	703989	2014-10-03 19:26:00.0000000	8843855	15050	1102867	LADY ANNA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	PAMLICO SOUND	Vessel Maneuverability	Other loss		Undamaged	35.716666666666700	-75.623166666666700
5009410	703989	2014-10-03 19:27:00.0000000	8843855	15050	1102867	LADY ANNA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	PAMLICO SOUND	Grounding	Outside marked channel		Undamaged	35.716666666666700	-75.623166666666700
5009410	703989	2014-10-03 19:25:00.0000000	8843855	15050	1102867	LADY ANNA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	PAMLICO SOUND	Fouling	In Fishing Gear		Undamaged	35.716666666666700	-75.623166666666700
4886747	685287	2014-05-06 06:00:00.0000000	0			Barge 1	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	Involved in a Marine Casualty		Allision	Head-on	Partial Control	Undamaged	33.852333333333300	-78.655166666666700
5068738	716401	2015-01-31 16:00:00.0000000	8802772	53204	568872	BAY TEMPLAR	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	TOPSAIL BEACH CHANNEL	Material Failure (Vessels)			Damaged	34.355198333333300	-77.648096666666700
5068738	716401	2015-01-31 16:00:10.0000000	8802772	53204	568872	BAY TEMPLAR	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	TOPSAIL BEACH CHANNEL	Vessel Maneuverability	Partial Reduction		Damaged	34.355198333333300	-77.648096666666700
5068738	716401	2015-01-29 19:16:00.0000000	8802772	53204	568872	BAY TEMPLAR	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	TOPSAIL BEACH CHANNEL	Material Failure (Vessels)			Damaged	34.355198333333300	-77.648096666666700
4802731	665647	2013-12-08 06:15:00.0000000	9393163	475167	1066911	GRANDE MARINER	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	PORT ROYAL SOUND	Material Failure (Vessels)			Damaged	32.269000000000000	-80.703500000000000
4802731	665647	2013-12-08 06:16:00.0000000	9393163	475167	1066911	GRANDE MARINER	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	PORT ROYAL SOUND	Vessel Maneuverability	Partial Reduction		Damaged	32.269000000000000	-80.703500000000000
4754668	663375	2013-11-15 03:30:00.0000000	9168353	511977	1123632	SEA HAWK	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER ACCESS	Vessel Maneuverability	Partial Reduction		Damaged	35.351666666666700	-75.331666666666700
4754668	663375	2013-11-15 03:00:00.0000000	9168353	511977	1123632	SEA HAWK	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER ACCESS	Material Failure (Vessels)			Damaged	35.351666666666700	-75.331666666666700
